#LimitAlarmDefinitions;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LocationPath,Name,UpdateRate,ReturnToNormalEnable,ReturnToNormalMessageBody,DeadBand,LoLoEnable,LoLoValue,LoLoMessageBody,LoLoSeverity,LoLoAckRequired,LoEnable,LoValue,LoMessageBody,LoSeverity,LoAckRequired,HiEnable,HiValue,HiMessageBody,HiSeverity,HiAckRequired,HiHiEnable,HiHiValue,HiHiMessageBody,HiHiSeverity,HiHiAckRequired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LocationPath,Name,Description,Enable,PRM_Retries,PRM_DelayTime,PRM_Mode,PRM_PhoneNumber,PRM_NetworkNumber,PRM_StationNumber,PRM_UnitNumber,PRM_ConnectUnitNumber,PRM_IONumber,PRM_CpuType,PRM_UnitType,PRM_PacketType,PRM_ProtocolType,PRM_PortNumber,PRM_BaudRate,PRM_DataBits,PRM_Parity,PRM_StopBits,PRM_Control,PRM_SumCheck,PRM_HostAddress,PRM_CpuTimeOut,PRM_TimeOut,PRM_SourceNetworkNumber,PRM_SourceStationNumber,PRM_DestinationPortNumber,PRM_DestinationIONumber,PRM_MultiDropChannelNumber,PRM_ThroughNetworkType,PRM_IntelligentPreferenceBit,PRM_DidPropertyBit,PRM_DsidPropertyBit,PRM_BufferSize,PRM_ConnectChannelNumber,PRM_DeviceSet,PRM_StructSize,PRM_ConnectWay,PRM_AtCommand,PRM_DialNumber,PRM_OutsideLineNumber,PRM_CallbackNumber,PRM_LineType,PRM_ConnectionCDWaitTime,PRM_ConnectionModemReportWaitTime,PRM_DisconnectionCDWaitTime,PRM_DisconnectionDelayTime,PRM_TransmissionDelayTime,PRM_ATCommandResponseWaitTime,PRM_PasswordCancelResponseWaitTime,PRM_ATCommandPasswordCancelRetryTimes,PRM_CallbackCancelWaitTime,PRM_CallbackDelayTime,PRM_CallbackReceptionWaitingTimeOut,PRM_PcIf,PRM_PlcIf,PRM_PcPlcIf,PRM_Via,PRM_UnitName,PRM_Comment,PRM_CpuSType,PRM_ConnectCpuSType,PRM_Name,PRM_Title,PRM_Password,PRM_ConnectType,PRM_RemotePasswdFlg,PRM_ReplyTimeout,BAK_Enable,BAK_Retries,BAK_DelayTime,BAK_Mode,BAK_PhoneNumber,BAK_NetworkNumber,BAK_StationNumber,BAK_UnitNumber,BAK_ConnectUnitNumber,BAK_IONumber,BAK_CpuType,BAK_UnitType,BAK_PacketType,BAK_ProtocolType,BAK_PortNumber,BAK_BaudRate,BAK_DataBits,BAK_Parity,BAK_StopBits,BAK_Control,BAK_SumCheck,BAK_HostAddress,BAK_CpuTimeOut,BAK_TimeOut,BAK_SourceNetworkNumber,BAK_SourceStationNumber,BAK_DestinationPortNumber,BAK_DestinationIONumber,BAK_MultiDropChannelNumber,BAK_ThroughNetworkType,BAK_IntelligentPreferenceBit,BAK_DidPropertyBit,BAK_DsidPropertyBit,BAK_BufferSize,BAK_ConnectChannelNumber,BAK_DeviceSet,BAK_StructSize,BAK_ConnectWay,BAK_AtCommand,BAK_DialNumber,BAK_OutsideLineNumber,BAK_CallbackNumber,BAK_LineType,BAK_ConnectionCDWaitTime,BAK_ConnectionModemReportWaitTime,BAK_DisconnectionCDWaitTime,BAK_DisconnectionDelayTime,BAK_TransmissionDelayTime,BAK_ATCommandResponseWaitTime,BAK_PasswordCancelResponseWaitTime,BAK_ATCommandPasswordCancelRetryTimes,BAK_CallbackCancelWaitTime,BAK_CallbackDelayTime,BAK_CallbackReceptionWaitingTimeOut,BAK_PcIf,BAK_PlcIf,BAK_PcPlcIf,BAK_Via,BAK_UnitName,BAK_Comment,BAK_CpuSType,BAK_ConnectCpuSType,BAK_Name,BAK_Title,BAK_Password,BAK_ConnectType,BAK_RemotePasswdFlg,BAK_ReplyTimeout,Simulate,DeviceType,PRM_FastEthernet,PRM_MaxMergeBits,PRM_MaxMergeWords,PRM_OutxCtsFlow,PRM_ReadCoilStatus_MaxCoils,PRM_ReadInputStatus_MaxInputs,PRM_ReadHoldingRegisters_MaxRegisters,PRM_ReadInputRegisters_MaxRegisters,PRM_ForceMultipleCoils_MaxCoils,PRM_LoadMultipleRegisters_MaxRegisters,PRM_MBPollRate,BAK_FastEthernet,BAK_MaxMergeBits,BAK_MaxMergeWords,BAK_OutxCtsFlow,BAK_ReadCoilStatus_MaxCoils,BAK_ReadInputStatus_MaxInputs,BAK_ReadHoldingRegisters_MaxRegisters,BAK_ReadInputRegisters_MaxRegisters,BAK_ForceMultipleCoils_MaxCoils,BAK_LoadMultipleRegisters_MaxRegisters,BAK_MBPollRate,RWPriority,MinReadRate,ReadAggregation,WriteAggregation,MaxRequests,MaxTransactions,CheckPLCRanges,PRM_SetupName,BAK_SetupName,PRM_MaxRWWords,BAK_MaxRWWords,PRM_AsyncEthernet,BAK_AsyncEthernet,MXChange_ID,DNP3_Settings
\\Address Space,PLC_DKC,,Yes,3,0,0,,0,255,0,0,1023,521,74,1,5,0,0,0,0,0,0,0,192.168.1.100,0,1000,0,0,5556,0,0,1,0,1,1,0,0,0,128,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Ethernet board,13,7,1,521,,24585,24585,,,,196633,0,1000,No,3,0,0,,1,1,0,0,0,0,0,0,0,0,9600,7,0,1,0,0,0.0.0.0,10000,10000,1,1,0,0,0,0,0,0,0,0,0,0,128,0,,,,,1,90,5,5,3,0,1,5,3,90,20,120,<none>,0,0,0,0,,0,0,,,,0,0,1000,Yes,0,0,160,64,0,124,124,124,124,0,0,1000,1,160,64,0,124,124,124,124,0,0,1000,1,0,No,No,1000,1000,Yes,PLC_DKC,Dev01,16,16,0,0,0,
\\Address Space,PLC_MayNghienTho,,Yes,3,0,0,,0,255,0,0,1023,144,44,1,5,0,0,0,0,0,0,0,192.168.1.100,0,1000,0,0,5007,0,0,0,0,1,1,0,0,0,128,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Ethernet board,13,7,1,144,,45063,45063,,,,196616,0,1000,No,3,0,0,,1,1,0,0,0,0,0,0,0,0,9600,7,0,1,0,0,0.0.0.0,10000,10000,1,1,0,0,0,0,0,0,0,0,0,0,128,0,,,,,1,90,5,5,3,0,1,5,3,90,20,120,<none>,0,0,0,0,,0,0,,,,0,0,1000,Yes,0,0,160,64,0,124,124,124,124,0,0,1000,1,160,64,0,124,124,124,124,0,0,1000,1,0,No,No,1000,1000,Yes,PLC_DKC,Dev01,16,16,0,0,0,
\\Address Space,PLC_MayNghienTinh,,Yes,3,0,0,,0,255,0,0,1023,144,44,1,5,0,0,0,0,0,0,0,192.168.1.100,0,1000,0,0,5007,0,0,0,0,1,1,0,0,0,128,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Ethernet board,13,7,1,144,,45063,45063,,,,196616,0,1000,No,3,0,0,,1,1,0,0,0,0,0,0,0,0,9600,7,0,1,0,0,0.0.0.0,10000,10000,1,1,0,0,0,0,0,0,0,0,0,0,128,0,,,,,1,90,5,5,3,0,1,5,3,90,20,120,<none>,0,0,0,0,,0,0,,,,0,0,1000,Yes,0,0,160,64,0,124,124,124,124,0,0,1000,1,160,64,0,124,124,124,124,0,0,1000,1,0,No,No,1000,1000,Yes,PLC_DKC,Dev01,16,16,0,0,0,
\\Address Space,PLC_EpVien,,Yes,3,0,0,,0,255,0,0,1023,144,44,1,5,0,0,0,0,0,0,0,192.168.1.100,0,1000,0,0,5007,0,0,0,0,1,1,0,0,0,128,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Ethernet board,13,7,1,144,,45063,45063,,,,196616,0,1000,No,3,0,0,,1,1,0,0,0,0,0,0,0,0,9600,7,0,1,0,0,0.0.0.0,10000,10000,1,1,0,0,0,0,0,0,0,0,0,0,128,0,,,,,1,90,5,5,3,0,1,5,3,90,20,120,<none>,0,0,0,0,,0,0,,,,0,0,1000,Yes,0,0,160,64,0,124,124,124,124,0,0,1000,1,160,64,0,124,124,124,124,0,0,1000,1,0,No,No,1000,1000,Yes,PLC_DKC,Dev01,16,16,0,0,0,
\\Address Space,PLC_PTEV,,Yes,3,0,0,,0,255,0,0,1023,144,44,1,5,0,0,0,0,0,0,0,192.168.1.100,0,1000,0,0,5007,0,0,0,0,1,1,0,0,0,128,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Ethernet board,13,7,1,144,,45063,45063,,,,196616,0,1000,No,3,0,0,,1,1,0,0,0,0,0,0,0,0,9600,7,0,1,0,0,0.0.0.0,10000,10000,1,1,0,0,0,0,0,0,0,0,0,0,128,0,,,,,1,90,5,5,3,0,1,5,3,90,20,120,<none>,0,0,0,0,,0,0,,,,0,0,1000,Yes,0,0,160,64,0,124,124,124,124,0,0,1000,1,160,64,0,124,124,124,124,0,0,1000,1,0,No,No,1000,1000,Yes,PLC_DKC,Dev01,16,16,0,0,0,
\\Address Space,PLC_GiuBuiTrungTam,,Yes,3,0,0,,0,255,0,0,1023,144,44,1,5,0,0,0,0,0,0,0,192.168.1.100,0,1000,0,0,5007,0,0,0,0,1,1,0,0,0,128,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Ethernet board,13,7,1,144,,45063,45063,,,,196616,0,1000,No,3,0,0,,1,1,0,0,0,0,0,0,0,0,9600,7,0,1,0,0,0.0.0.0,10000,10000,1,1,0,0,0,0,0,0,0,0,0,0,128,0,,,,,1,90,5,5,3,0,1,5,3,90,20,120,<none>,0,0,0,0,,0,0,,,,0,0,1000,Yes,0,0,160,64,0,124,124,124,124,0,0,1000,1,160,64,0,124,124,124,124,0,0,1000,1,0,No,No,1000,1000,Yes,PLC_DKC,Dev01,16,16,0,0,0,
\\Address Space,PLC_KhoNghienTho,,Yes,3,0,0,,0,255,0,0,1023,144,44,1,5,0,0,0,0,0,0,0,192.168.1.100,0,1000,0,0,5007,0,0,0,0,1,1,0,0,0,128,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Ethernet board,13,7,1,144,,45063,45063,,,,196616,0,1000,No,3,0,0,,1,1,0,0,0,0,0,0,0,0,9600,7,0,1,0,0,0.0.0.0,10000,10000,1,1,0,0,0,0,0,0,0,0,0,0,128,0,,,,,1,90,5,5,3,0,1,5,3,90,20,120,<none>,0,0,0,0,,0,0,,,,0,0,1000,Yes,0,0,160,64,0,124,124,124,124,0,0,1000,1,160,64,0,124,124,124,124,0,0,1000,1,0,No,No,1000,1000,Yes,PLC_DKC,Dev01,16,16,0,0,0,
\\Address Space,PLC_KhoNghienTinh,,Yes,3,0,0,,0,255,0,0,1023,144,44,1,5,0,0,0,0,0,0,0,192.168.1.100,0,1000,0,0,5007,0,0,0,0,1,1,0,0,0,128,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Ethernet board,13,7,1,144,,45063,45063,,,,196616,0,1000,No,3,0,0,,1,1,0,0,0,0,0,0,0,0,9600,7,0,1,0,0,0.0.0.0,10000,10000,1,1,0,0,0,0,0,0,0,0,0,0,128,0,,,,,1,90,5,5,3,0,1,5,3,90,20,120,<none>,0,0,0,0,,0,0,,,,0,0,1000,Yes,0,0,160,64,0,124,124,124,124,0,0,1000,1,160,64,0,124,124,124,124,0,0,1000,1,0,No,No,1000,1000,Yes,PLC_DKC,Dev01,16,16,0,0,0,
\\Address Space,PLC_KhoSauSay,,Yes,3,0,0,,0,255,0,0,1023,144,44,1,5,0,0,0,0,0,0,0,192.168.1.100,0,1000,0,0,5007,0,0,0,0,1,1,0,0,0,128,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Ethernet board,13,7,1,144,,45063,45063,,,,196616,0,1000,No,3,0,0,,1,1,0,0,0,0,0,0,0,0,9600,7,0,1,0,0,0.0.0.0,10000,10000,1,1,0,0,0,0,0,0,0,0,0,0,128,0,,,,,1,90,5,5,3,0,1,5,3,90,20,120,<none>,0,0,0,0,,0,0,,,,0,0,1000,Yes,0,0,160,64,0,124,124,124,124,0,0,1000,1,160,64,0,124,124,124,124,0,0,1000,1,0,No,No,1000,1000,Yes,PLC_DKC,Dev01,16,16,0,0,0,
\\Address Space,PLC_LoDot,,Yes,3,0,0,,0,255,0,0,1023,144,44,1,5,0,0,0,0,0,0,0,192.168.1.100,0,1000,0,0,5007,0,0,0,0,1,1,0,0,0,128,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Ethernet board,13,7,1,144,,45063,45063,,,,196616,0,1000,No,3,0,0,,1,1,0,0,0,0,0,0,0,0,9600,7,0,1,0,0,0.0.0.0,10000,10000,1,1,0,0,0,0,0,0,0,0,0,0,128,0,,,,,1,90,5,5,3,0,1,5,3,90,20,120,<none>,0,0,0,0,,0,0,,,,0,0,1000,Yes,0,0,160,64,0,124,124,124,124,0,0,1000,1,160,64,0,124,124,124,124,0,0,1000,1,0,No,No,1000,1000,Yes,PLC_DKC,Dev01,16,16,0,0,0,
\\Address Space,PLC_LoSay,,Yes,3,0,0,,0,255,0,0,1023,144,44,1,5,0,0,0,0,0,0,0,192.168.1.100,0,1000,0,0,5007,0,0,0,0,1,1,0,0,0,128,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Ethernet board,13,7,1,144,,45063,45063,,,,196616,0,1000,No,3,0,0,,1,1,0,0,0,0,0,0,0,0,9600,7,0,1,0,0,0.0.0.0,10000,10000,1,1,0,0,0,0,0,0,0,0,0,0,128,0,,,,,1,90,5,5,3,0,1,5,3,90,20,120,<none>,0,0,0,0,,0,0,,,,0,0,1000,Yes,0,0,160,64,0,124,124,124,124,0,0,1000,1,160,64,0,124,124,124,124,0,0,1000,1,0,No,No,1000,1000,Yes,PLC_DKC,Dev01,16,16,0,0,0,
\\Address Space,PLC_BinEpVien,,Yes,3,0,0,,0,255,0,0,1023,144,44,1,5,0,0,0,0,0,0,0,192.168.1.100,0,1000,0,0,5007,0,0,0,0,1,1,0,0,0,128,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Ethernet board,13,7,1,144,,45063,45063,,,,196616,0,1000,No,3,0,0,,1,1,0,0,0,0,0,0,0,0,9600,7,0,1,0,0,0.0.0.0,10000,10000,1,1,0,0,0,0,0,0,0,0,0,0,128,0,,,,,1,90,5,5,3,0,1,5,3,90,20,120,<none>,0,0,0,0,,0,0,,,,0,0,1000,Yes,0,0,160,64,0,124,124,124,124,0,0,1000,1,160,64,0,124,124,124,124,0,0,1000,1,0,No,No,1000,1000,Yes,PLC_DKC,Dev01,16,16,0,0,0,
\\Address Space,PLC_Cooler,,Yes,3,0,0,,0,255,0,0,1023,144,44,1,5,0,0,0,0,0,0,0,192.168.1.100,0,1000,0,0,5007,0,0,0,0,1,1,0,0,0,128,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Ethernet board,13,7,1,144,,45063,45063,,,,196616,0,1000,No,3,0,0,,1,1,0,0,0,0,0,0,0,0,9600,7,0,1,0,0,0.0.0.0,10000,10000,1,1,0,0,0,0,0,0,0,0,0,0,128,0,,,,,1,90,5,5,3,0,1,5,3,90,20,120,<none>,0,0,0,0,,0,0,,,,0,0,1000,Yes,0,0,160,64,0,124,124,124,124,0,0,1000,1,160,64,0,124,124,124,124,0,0,1000,1,0,No,No,1000,1000,Yes,PLC_DKC,Dev01,16,16,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#MX_Folders;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LocationPath,Name,Description,Enable,Simulate,MXChange_DUTtype,MXChange_DUThash,MXChange_DUTdim1,MXChange_DUTdim2,MXChange_DUTdim3,MXChange_DUTidx1,MXChange_DUTidx2,MXChange_DUTidx3,MXChange_SpecID,MXChange_ID,MXChange_Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_DKC,MayNghienTho1,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_DKC,MayNghienTho2,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_DKC,MayNghienTho3,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_DKC,MayNghienTho4,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_DKC,MayNghienTinh1,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_DKC,MayNghienTinh2,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_DKC,EpVien1,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_DKC,EpVien2,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_DKC,EpVien3,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_DKC,EpVien4,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_DKC,PTEV,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_DKC,BinEpVien,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_DKC,GiuBuiTrungTam,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_DKC,KhoNghienTho,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_DKC,KhoSauSay,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_DKC,KhoNghienTinh,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_DKC,LoDot1,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_DKC,LoDot2,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_DKC,LoSay,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_DKC,Cooler,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_MayNghienTho,MayNghienTho1,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_MayNghienTho,MayNghienTho2,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_MayNghienTho,MayNghienTho3,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_MayNghienTho,MayNghienTho4,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_MayNghienTinh,MayNghienTinh1,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_MayNghienTinh,MayNghienTinh2,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
